innings,over,ball,start_time,end_time,bowler,batsman,runs,comment
2,8,1,9303.56,9314.24,Kumble,Bailey,0,"Nice googly. BAiley is clueless. Slow looped up, outside off stump and Bailey pushes out and gets an inside edge on to the pad"
,,,,,,,,
2,8,2,9323.64,9333.56,Kumble,Bailey,0,this one has been pushed back to the bowler
,,,,,,,,
2,8,3,9339.96,9352.64,Kumble,Bailey,4,"byes, flighted on middle and leg line, Bailey doesn't connect with the sweep shot but the ball goes off the pads to fine-leg boundary"
,,,,,,,,
2,8,4,9370.96,9382.36,Kumble,Bailey,1,"googly, this time worked past square-leg"
,,,,,,,,
2,8,5,9403.04,9415.72,Kumble,Hayden,1,"full loopy delivery on middle stump line, driven to long-on"
,,,,,,,,
2,8,6,9432.28,9444.92,Kumble,Bailey,1,"this one is a leg break, turns away from Bailey who stabs it to backward point"
,,,,,,,,
2,9,1,9531.36,9541.88,Vinay,Bailey,4,"FOUR, short in length on the middle and leg, Bailey shuffles inside the line and goes for the pull and ends up dragging it down to fine-leg boundary"
,,,,,,,,
2,9,2,9564.52,9582.24,Vinay,Bailey,OUT,"**Hayden is run out. Direct hit from Rahul Dravid** It was pushed to cover, Hayden backed up too far, Dravid swooped in for the kill and under-armed a direct hit at the non-striker's end . Huge moment this! Dravid has struck a big blow!"
,,,,,,,,
2,9,3,9686.36,9703.88,Vinay,Bailey,2,"runs, Banged in short and Bailey top edges the pull shot between long leg and deep square-leg"
,,,,,,,,
2,9,4,9734.2,9753.2,Vinay,Bailey,OUT,"Two wickets in Vinay's over. A run out and now Bailey's wicket. A lovely leg cutter, around the off stump and Bailey edges the off drive. Vinay turns and appeals. Tiffin tells him to look back,. the batsman is walking. Very good ball from Vinay. In the last year's IPl, he removed Tendulkar with a fine leg cutter. He has now ended Bailey's misery"
,,,,,,,,
2,9,5,9813.12,9828.32,Vinay,Vijay,1,"run, pushed to point for a single"
,,,,,,,,
2,9,6,9857.32,9871.96,Vinay,Raina,1,"run, Vinay produces a fine bouncer and Raina, who struggles against the short-pitched stuff, takes his eyes off the ball and fends it off in an ungainly fashion.. the ball lobbed in the air but went clear of square-leg fielder"
,,,,,,,,
2,10,1,9944.72,9952.4,Kallis,Raina,0,**run out chance missed** stays back to push the short of length delivery to backward point. Vijay rushes back to get inside the crease .. the throw is just wide of the crease
,,,,,,,,
2,10,2,9979.28,9991.8,Kallis,Raina,1,stays back to clip it past square-leg
,,,,,,,,
2,10,3,10021.52,10038.52,Kallis,Vijay,1,stays back to wrist the back-of-length delivery on middle stump to backward square-leg region
,,,,,,,,
2,10,4,10062.96,10075.52,Kallis,Raina,1,"short delivery, swatted past square-leg"
,,,,,,,,
2,10,5,10102,10112.44,Kallis,Vijay,0,"another bouncer, climbs shoulder high and it flies past the attempted pull"
,,,,,,,,
2,10,6,10138.84,10148.56,Kallis,Vijay,0,"in the zone outside off stump, Vijay pressed back to push out at it and is beaten"
,,,,,,,,
2,11,1,10208.8,10221.28,Vinay,Raina,6,"SIX, A brutal pull from Raina! This time around, he seemed to anticipate the short delivery from Vinay and got into a nice position to pull it away over square-leg boundary"
,,,,,,,,
2,11,2,10239.44,10248.96,Vinay,Raina,0,"run, And Vinay comes back with a quicker bouncer and this time, Raina is beaten by the extra bounce .. the ball flies past his face"
,,,,,,,,
2,11,3,10271.76,10288,Vinay,Raina,1,"wide, tries to slip in the slower one but slips it wide outside off stump"
,,,,,,,,
2,11,3,10300.36,10310.84,Vinay,Raina,OUT,"Vinay strikes again! Raina goes for a slog across the line, to a length delivery that pitched outside off stump and moving further away, and ends up edging it to Kallis at wide third man"
,,,,,,,,
2,11,4,10383.76,10395.48,Vinay,Vijay,1,"run, stays behind the line to clip it past square-leg"
,,,,,,,,
2,11,5,10428.64,10445.44,Vinay,Badrinath,0,"run, length delivery around off stump and Badri leans forward to push it to the off side."
,,,,,,,,
2,11,6,10458.12,10468.64,Vinay,Badrinath,1,"run, full in length and outside off, run down to Manish at third man"
,,,,,,,,
2,12,1,10556.16,10566.4,Kumble,Badrinath,1,nice full delivery that dips rapidly on Badrinath who works it past square-leg
,,,,,,,,
2,12,2,10581.92,10592.16,Kumble,Vijay,0,The slider .. Vijay is struck on the pad .... shout for lbw ...perhaps missing the leg stump ..
,,,,,,,,
2,12,3,10601.6,10614.8,Kumble,Vijay,OUT,"goes for the slog sweep but this time Kumble bowled the leg break outside off and in trying to fetch it from there, Vijay miscues the shot to deep midwicket."
,,,,,,,,
2,12,4,10692.12,10706,Kumble,Badrinath,4,"steps forward, reaches the pitch of the leg break and lofts it over the non-striker's head"
,,,,,,,,
2,12,5,10723.56,10733.72,Kumble,Badrinath,1,"quickly skidding slider on the off and middle, jabbed away to short third man .."
,,,,,,,,
2,12,6,10796.72,10800,Kumble,Morkel,1,"googly on the middle and off line, tapped to the on side for a single"
,,,,,,,,
2,13,1,10869.92,10877.6,Steyn,Morkel,0,"short in length, 147.3 kmph, it cuts in to brush the thigh pad and goes to BOucher."
,,,,,,,,
2,13,2,10904.8,10913.08,Steyn,Morkel,1,"147.4 kmph delivery on the middle stump line, edged behind square-leg."
,,,,,,,,
2,13,3,10940.6,10951.44,Steyn,Badrinath,4,"147,.7 short-of-length delivery outside off stump, Badrinath leaned back to cut it between the keeper and the wide slip! Cry of agony from Steyn"
,,,,,,,,
2,13,4,10974.92,10988.52,Steyn,Badrinath,4,"Manish makes a mess at third man boundary and both Kumble and Steyn look very angry. It was upper cut by Badri and Manish lets the ball slip through his fingers. Not a catch... it was rolling towards him. Steyn screams, Kumble stares."
,,,,,,,,
2,13,5,11014.52,11021.12,Steyn,Badrinath,0,ooh! Steyn takes out his anger on the batsman. .. a pacy bouncer and Badri goes down under
,,,,,,,,
2,13,6,11053.96,11061.36,Steyn,Badrinath,0,"another short delivery , Badrinath seemed to be expecting it, backed away to the on side and tried to upper cut it over slips but can't connect"
,,,,,,,,
2,14,1,11125.56,11133.72,Kallis,Morkel,1,"slower one, full and outside off, hit to sweeper cover"
,,,,,,,,
2,14,2,11170.96,11180.48,Kallis,Badrinath,0,"almost yorker length, dug out to the off side"
,,,,,,,,
2,14,3,11202.8,11212.76,Kallis,Badrinath,4,"137 kmph bouncer on the middle, Badri top-edges the attempted hook to fine-leg boundary. Kallis isn't too pleased!"
,,,,,,,,
2,14,4,11242.64,11254,Kallis,Badrinath,1,"length delivery around off stump line, mistimes the punchy shot to short mid-off region"
,,,,,,,,
2,14,5,11285.32,11298.48,Kallis,Morkel,0,"moves outside leg, Kallis a bouncer outside off, Albie tries to reach out and upper cut but no wood on leather"
,,,,,,,,
2,14,6,11331.4,11338.24,Kallis,Morkel,0,"backs outside leg again. Kallis cuts the ball from middle and leg line, from short of length and the ball flies over the middle stump"
,,,,,,,,
2,15,1,11401.8,11411,Vinay,Badrinath,6,"SIX, Top shot. Badri walked outside off stump, opened up his stance and pulled it to backward square-leg boundary"
,,,,,,,,
2,15,2,11448.56,11462,Vinay,Badrinath,1,"run, full delivery, Badri prefers to stay back and works it to long leg"
,,,,,,,,
2,15,3,11503.72,11513.8,Vinay,Morkel,1,"run, goes for the slog across the line but doesn't connect properly, edged to his pad"
,,,,,,,,
2,15,4,11536.44,11548.32,Vinay,Badrinath,0,"run, moves outside leg and goes for the big shot through the off side but the ball rushes past him and to the keeper"
,,,,,,,,
2,15,5,11565.16,11573.88,Vinay,Badrinath,4,"FOUR, Whack! Like he did in the first ball, he moves to the off side and plays a crunchy pull shot"
,,,,,,,,
2,15,6,11599.68,11610.16,Vinay,Badrinath,OUT,"Badri too is gone. He actually played a quite decent shot but he has found the fielder. He threatened to move outside leg before he pressed right across the stumps and scooped the low full toss to deep backward square-leg region where the Appanna, the sub for Uthappa who had a ice pack on his shoulder after his innings, was stationed."
,,,,,,,,
2,16,1,11805.68,11813.2,Praveen,Morkel,1,"full and well outside off stump, .. left alone"
,,,,,,,,
2,16,1,11825.4,11838.44,Praveen,Morkel,1,
,,,,,,,,
2,16,2,11858.24001,11865.52,Praveen,Ashwin,1,"another bouncer, another top-edged pull shot ,.. Manish rushes in from fine-leg but cant' reach the ball"
,,,,,,,,
2,16,3,11910.44,11921.28,Praveen,Morkel,0,Swing and a miss. Done in by the slower one.
,,,,,,,,
2,16,4,11934.88,11944.60001,Praveen,Morkel,1,"really full delivery well outside off, Morkel reaches out to edge it to point"
,,,,,,,,
2,16,5,11960.88,11972.88,Praveen,Ashwin,1,"bye, full delivery on the pads .."
,,,,,,,,
2,16,6,11989.44,11996.88,Praveen,Morkel,0,again can't connect well with his swing to the on side.
,,,,,,,,
2,17,1,12042.96,12055.32,Steyn,Ashwin,1,"full and just outside off, run down to third man"
,,,,,,,,
2,17,2,12082.76,12098.6,Steyn,Morkel,0,"short lifting delivery outside off,Albie tries to play a upper cut but is beaten for pace and bounce"
,,,,,,,,
2,17,3,12113.72,12125.44,Steyn,Morkel,1,moves outside leg and mistimes a forcing shot towards sweeper cover
,,,,,,,,
2,17,4,12150.04,12159.4,Steyn,Ashwin,1,"around the off stump line, pushed to cover point for a single"
,,,,,,,,
2,17,5,12182.16,12198.52,Steyn,Morkel,1,"bounces from short of length, around 148 kmph, on the middle stump line, stabbed away to the off for a single"
,,,,,,,,
2,17,6,12226.88,12238.76,Steyn,Ashwin,1,"Ashwin moves outside off stump, the slow bouncer from Steyn, cut away to deep point region"
,,,,,,,,
2,18,1,12282.92,12290.92,Praveen,Ashwin,0,"full and outside off, Ashwin was outside leg and in the end couldn't reach the ball"
,,,,,,,,
2,18,2,12304,12313.12,Praveen,Ashwin,1,"full delivery around off, driven to Appanna at sweeper cover"
,,,,,,,,
2,18,3,12358.48,12368.96,Praveen,Morkel,1,"Fullish, outside off, dragged down to long-on"
,,,,,,,,
2,18,4,12386,12398.6,Praveen,Ashwin,1,"banged in short, top edges the pull behind the bowler ... Kohli comes from the off side, Dravid runs from midwicket .. neither call and the ball drops in between them!"
,,,,,,,,
2,18,5,12422.48,12433.32,Praveen,Morkel,4,gets into position and drives through cover .. will collect a boundary. too little and too late
,,,,,,,,
2,18,6,12446.88,12452.52,Praveen,Morkel,0,"full delivery, squeezed out"
,,,,,,,,
2,19,1,12492.32,12505.76,Vinay,Ashwin,4,"FOUR, bouncer around off stump line, Ashwin is late on the pull and top edges it over Boucher"
,,,,,,,,
2,19,2,12526.88,12535.44,Vinay,Ashwin,1,"run, moves outside leg and carves a slower one to deep point region"
,,,,,,,,
2,19,3,12565.76,12580.56,Vinay,Morkel,6,"SIX, Albie Morkel, has smashed this right into the roof of the stadium! Hammered that. It was right in the slot and he cleared the front foot and swung through the line"
,,,,,,,,
2,19,4,12600,12616.72,Vinay,Morkel,OUT,Vinay is pumped up after taking out Albie with a super yorker. He had moved to round the stumps and ripped the ball full and straight on the base of off stump. Crash!
,,,,,,,,
2,19,5,12670.56,12680.68,Vinay,Balaji,0,"run, in the zone outside off stump, big swing and a miss"
,,,,,,,,
2,19,6,12697.04,12710,Vinay,Balaji,0,"run, And again. Bangalore prevail yet again."
